NL input,Key Values,Cypher Query
"On average, no less than 30 minutes should elapse between an ""Order"" undergoing ""Place Order"" and the related ""Payment"" experiencing ""Process Payment.""","Activity: [""Place Order"", ""Process Payment""], EntityType: [""Order"", ""Payment""], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent1:Entity {EntityType: ""Order""})-[:REL]-(ent2:Entity {EntityType:""Payment""})<-[:CORR]-(e2:Event {Activity:""Process Payment""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) > (30*60) as ruleSatisfied"
"The time taken from a ""Candidate"" completing ""Submit Job Application"" to an ""Interview"" linked to that ""Application"" being scheduled  must not exceed 7 days on average.","Activity: [""Submit Job Application"", ""Schedule Interview""], EntityType: [""Application"", ""Interview""], Actor: []","MATCH (e1:Event {Activity:""Submit Job Application""})-[:CORR]->(ent1:Entity {EntityType: ""Application""})-[:REL]-(ent2:Entity {EntityType:""Interview""})<-[:CORR]-(e2:Event {Activity:""Schedule Interview""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (7*24*60*60) as ruleSatisfied"
"After an employee submits a leave request, the leave request should be approved within 3 days on average.","Activity: [""Submit Leave Request"", ""Approve Leave""], EntityType: [""Employee"", ""Request""], Actor: []","MATCH (e1:Event {Activity:""Submit Leave Request""})-[:CORR]->(ent1:Entity {EntityType: ""Employee""})-[:REL]-(ent2:Entity {EntityType:""Request""})<-[:CORR]-(e2:Event {Activity:""Approve Leave""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (3*24*60*60) as ruleSatisfied"
The time from when a customer places an order to when the related shipment is dispatched should not exceed 2 days on average.,"Activity: [""Place Order"", ""Dispatch Item""], EntityType: [""Order"", ""Shipment""], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent1:Entity {EntityType: ""Order""})-[:REL]-(ent2:Entity {EntityType:""Shipment""})<-[:CORR]-(e2:Event {Activity:""Dispatch Item""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (2*24*60*60) as ruleSatisfied"
"When a job seeker submits a job application, the job application should result in an interview being scheduled within one week on average.","Activity: [""Submit Job Application"", ""Schedule Interview""], EntityType: [""Application"", ""Interview""], Actor: []","MATCH (e1:Event {Activity:""Submit Job Application""})-[:CORR]->(ent1:Entity {EntityType: ""Application""})-[:REL]-(ent2:Entity {EntityType:""Interview""})<-[:CORR]-(e2:Event {Activity:""Schedule Interview""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (7*24*60*60) as ruleSatisfied"
"When an insurance policyholder files an insurance claim, the related claim should be processed and settled within 20 days on average.","Activity: [""Open Insurance Claim"", ""Settle Claim""], EntityType: [""Claim"", ""Settlement""], Actor: []","MATCH (e1:Event {Activity:""Open Insurance Claim""})-[:CORR]->(ent1:Entity {EntityType: ""Claim""})-[:REL]-(ent2:Entity {EntityType:""Settlement""})<-[:CORR]-(e2:Event {Activity:""Settle Claim""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (20*24*60*60) as ruleSatisfied"
"After a user submits a feedback form, the corresponding feedback should be reviewed within 4 days on average.","Activity: [""Submit Feedback"", ""Review Feedback""], EntityType: [""User"", ""Feedback""], Actor: []","MATCH (e1:Event {Activity:""Submit Feedback""})-[:CORR]->(ent1:Entity {EntityType: ""User""})-[:REL]-(ent2:Entity {EntityType:""Feedback""})<-[:CORR]-(e2:Event {Activity:""Review Feedback""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (4*24*60*60) as ruleSatisfied"
"When a company launches a marketing campaign, the linked campaign should generate an initial sales report within 5 days on average.","Activity: [""Launch Marketing Campaign"", ""Generate Sales Report""], EntityType: [""Company"", ""Campaign""], Actor: []","MATCH (e1:Event {Activity:""Launch Marketing Campaign""})-[:CORR]->(ent1:Entity {EntityType: ""Company""})-[:REL]-(ent2:Entity {EntityType:""Campaign""})<-[:CORR]-(e2:Event {Activity:""Generate Sales Report""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (5*24*60*60) as ruleSatisfied"
"When a patient books a medical consultation, the consultation should be completed within 7 days on average.","Activity: [""Book Medical Consultation"", ""Complete Consultation""], EntityType: [""Patient"", ""Consultation""], Actor: []","MATCH (e1:Event {Activity:""Book Medical Consultation""})-[:CORR]->(ent1:Entity {EntityType: ""Patient""})-[:REL]-(ent2:Entity {EntityType:""Consultation""})<-[:CORR]-(e2:Event {Activity:""Complete Consultation""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (7*24*60*60) as ruleSatisfied"
"After a student submits an assignment, the assignment should be graded within 3 days on average.","Activity: [""Submit Assignment"", ""Grade Assignment""], EntityType: [""Student"", ""Assignment""], Actor: []","MATCH (e1:Event {Activity:""Submit Assignment""})-[:CORR]->(ent1:Entity {EntityType: ""Student""})-[:REL]-(ent2:Entity {EntityType:""Assignment""})<-[:CORR]-(e2:Event {Activity:""Grade Assignment""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (3*24*60*60) as ruleSatisfied"
The time between when a user places an order and the order being shipped should not exceed 3 days on average.,"Activity: [""Place Order"", ""Ship Order""], EntityType: [""User"", ""Order""], Actor: []","MATCH (e1:Event {Activity:""Place Order""})-[:CORR]->(ent1:Entity {EntityType: ""User""})-[:REL]-(ent2:Entity {EntityType:""Order""})<-[:CORR]-(e2:Event {Activity:""Ship Order""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (3*24*60*60) as ruleSatisfied"
"After a customer requests a refund, the refund should be processed within 5 days on average.","Activity: [""Request Refund"", ""Process Refund""], EntityType: [""Customer"", ""Refund""], Actor: []","MATCH (e1:Event {Activity:""Request Refund""})-[:CORR]->(ent1:Entity {EntityType: ""Customer""})-[:REL]-(ent2:Entity {EntityType:""Refund""})<-[:CORR]-(e2:Event {Activity:""Process Refund""}) WHERE e1.timestamp < e2.timestamp RETURN AVG(abs(duration.between(e1.timestamp,e2.timestamp).seconds)) < (5*24*60*60) as ruleSatisfied"
A single individual must not perform more than 10 actions related to approving or rejecting invoices.,"Activity: [""Approve Invoice"", ""Reject Invoice""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Approve Invoice"", ""Reject Invoice""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 10 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
It is prohibited for one person to execute more than 7 events involving the creation or deletion of customer support tickets.,"Activity: [""Create Support Ticket"", ""Close Support Ticket""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Support Ticket"", ""Close Support Ticket""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 7 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No individual is allowed to carry out more than 15 events related to updating or deleting inventory items.,"Activity: [""Update Inventory"", ""Delete Inventory Item""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Update Inventory"", ""Delete Inventory Item""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 15 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
One person must not perform more than 5 events involving the creation or deletion of employee records.,"Activity: [""Create Employee Record"", ""Delete Employee Record""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Employee Record"", ""Delete Employee Record""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 5 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No single person should execute more than 20 events related to processing or refunding payments.,"Activity: [""Process Payment"", ""Refund Payment""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Process Payment"", ""Refund Payment""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 20 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
It is not permitted for one person to handle more than 8 events involving the creation or deletion of marketing campaigns.,"Activity: [""Create Marketing Campaign"", ""Delete Marketing Campaign""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Marketing Campaign"", ""Delete Marketing Campaign""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 8 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No single individual is allowed to perform more than 12 events related to creating or deleting system backups.,"Activity: [""Create System Backup"", ""Delete System Backup""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create System Backup"", ""Delete System Backup""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 12 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
One person must not carry out more than 6 events involving the creation or deletion of customer accounts.,"Activity: [""Create Customer Account"", ""Delete Customer Account""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Customer Account"", ""Delete Customer Account""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 6 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No single person should perform more than 4 events related to creating or deleting product listings.,"Activity: [""Create Product Listing"", ""Delete Product Listing""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Product Listing"", ""Delete Product Listing""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 4 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
Performing more than 10 tasks of type Approve Invoice or Reject Invoice by a single person is prohibited.,"Activity: [""Approve Invoice"", ""Reject Invoice""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Approve Invoice"", ""Reject Invoice""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 10 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
"It is forbidden for any individual to execute more than 7 events from activity set {Create Support Ticket, Close Support Ticket}.","Activity: [""Create Support Ticket"", ""Close Support Ticket""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Support Ticket"", ""Close Support Ticket""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 7 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
A single person must not carry out more than 15 events with activity Update Inventory or Delete Inventory Item.,"Activity: [""Update Inventory"", ""Delete Inventory Item""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Update Inventory"", ""Delete Inventory Item""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 15 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No individual should handle more than 5 actions of activity Create Employee Record or Delete Employee Record.,"Activity: [""Create Employee Record"", ""Delete Employee Record""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Employee Record"", ""Delete Employee Record""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 5 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
Executing more than 20 events having type Process Payment or Refund Payment by one person is not permitted.,"Activity: [""Process Payment"", ""Refund Payment""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Process Payment"", ""Refund Payment""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 20 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
No one is allowed to perform over 12 tasks with activity Create System Backup or Delete System Backup.,"Activity: [""Create System Backup"", ""Delete System Backup""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create System Backup"", ""Delete System Backup""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 12 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
A single individual must not execute more than 6 events of type Create Customer Account or Delete Customer Account.,"Activity: [""Create Customer Account"", ""Delete Customer Account""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Customer Account"", ""Delete Customer Account""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 6 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
"Performing more than 4 events of type ""Create Product Listing"" or ""Delete Product Listing"" by one person is not allowed.","Activity: [""Create Product Listing"", ""Delete Product Listing""], EntityType: [], Actor: []","MATCH (e:Event) WHERE e.Activity IN [""Create Product Listing"", ""Delete Product Listing""] WITH e.Actor AS actor, COUNT(e) AS occurrences WHERE occurrences > 4 RETURN CASE WHEN COUNT(actor) > 0 THEN false ELSE true END AS ruleSatisfied"
"From March to June 2021, at least 5 different activities occur.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2021-03-01' AND e.timestamp <= '2021-06-30' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 5 AS ruleSatisfied
"From January to April 2020, there are at least 8 different activities.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2020-01-01' AND e.timestamp <= '2020-04-30' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 8 AS ruleSatisfied
"During the months of August to December 2022, at least 12 distinct activities take place.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2022-08-01' AND e.timestamp <= '2022-12-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 12 AS ruleSatisfied
"From May to September 2021, at most 6 different activities are performed.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2021-05-01' AND e.timestamp <= '2021-09-30' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities <= 6 AS ruleSatisfied
"Between February and May 2020, there are at least 3 different activities.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2020-02-01' AND e.timestamp <= '2020-05-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 3 AS ruleSatisfied
"During the summer of 2022 (June to August), there are at least 10 different activities.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2022-06-01' AND e.timestamp <= '2022-08-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 10 AS ruleSatisfied
"From February to May 2021, at least 6 different activities occur.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2021-02-01' AND e.timestamp <= '2021-05-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 6 AS ruleSatisfied
"During the months of October to December 2022, there are at least 15 distinct activities.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2022-10-01' AND e.timestamp <= '2022-12-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 15 AS ruleSatisfied
"Between March and August 2020, at least 7 different activities occur.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2020-03-01' AND e.timestamp <= '2020-08-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 7 AS ruleSatisfied
"From July to November 2021, at most 10 different activities take place.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2021-07-01' AND e.timestamp <= '2021-11-30' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities <= 10 AS ruleSatisfied
"In the months of September to December 2020, there are at least 20 distinct activities.","Activity: [], EntityType: [], Actor: []",MATCH (e:Event) WHERE e.timestamp >= '2020-09-01' AND e.timestamp <= '2020-12-31' WITH COUNT(DISTINCT e.Activity) AS distinctActivities RETURN distinctActivities >= 20 AS ruleSatisfied
